Step,Action,Node,StackState,VisitedSet
249,Push,10,"[10, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
250,Visit,10,"[57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
251,Push,97,"[97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
252,Push,55,"[55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
253,Push,54,"[54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
254,Push,47,"[47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
255,Push,30,"[30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
256,Push,6,"[6, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
257,Visit,6,"[30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
258,Push,99,"[99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
259,Push,97,"[97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
260,Push,72,"[72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
261,Push,91,"[91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
262,Push,90,"[90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
263,Push,82,"[82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
264,Push,41,"[41, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 42, 50]"
265,Visit,41,"[82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 41, 42, 50]"
266,Push,92,"[92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 41, 42, 50]"
267,Push,69,"[69, 92, 82, 90, 91, 72, 97, 99, 30, 47, 54, 55, 97, 57, 89, 48, 75, 23, 31, 47, 75, 82, 44, 89, 28, 47, 53, 67, 72, 74, 80, 47, 62, 77, 66, 71, 29, 77, 94, 33, 45, 52, 59, 74, 98, 53, 72, 78, 82, 38, 56, 85, 84, 89, 33, 40, 87, 44, 49, 62, 70, 91, 58, 73, 29, 59, 90, 25, 87, 97, 39, 40, 41, 57, 67, 20, 10, 23, 30, 35, 92, 34, 37, 57, 77, 80, 81, 2, 46, 82, 97, 23, 61, 23, 48, 51, 65, 36, 43, 58, 59, 77, 79, 40, 92, 94, 40, 45, 63, 95, 57, 77, 92, 96, 25, 55, 72, 58, 81, 82, 51, 53, 67, 72, 81, 71, 32, 64, 80, 81, 12, 22, 73, 75, 80, 85, 95, 6, 12, 28, 54, 60, 86, 23, 41, 64, 78, 46, 48, 53, 90, 95, 20, 44, 70, 25, 72, 37, 40, 58, 86, 64, 66, 20, 9, 25, 37, 54, 63, 73, 86, 95, 96, 29, 51, 54, 72, 57, 58, 76, 94, 21, 34, 64, 96, 29, 32, 40, 94, 57, 59, 76, 26, 28, 41, 99, 14, 21, 27, 36, 48, 61, 73, 79, 51, 53, 74, 79]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 32, 36, 37, 41, 42, 50]"
