Step,Action,Node,QueueState,VisitedSet
62,Enqueue,37,"[95, 0, 48, 53, 59, 73, 14, 97, 96, 45, 37]","[0, 5, 73, 74, 10, 76, 12, 77, 14, 17, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
63,Dequeue,95,"[0, 48, 53, 59, 73, 14, 97, 96, 45, 37]","[0, 5, 73, 74, 10, 76, 12, 77, 14, 17, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
64,Dequeue,0,"[48, 53, 59, 73, 14, 97, 96, 45, 37]","[0, 5, 73, 74, 10, 76, 12, 77, 14, 17, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
65,Enqueue,7,"[48, 53, 59, 73, 14, 97, 96, 45, 37, 7]","[0, 5, 7, 73, 74, 10, 76, 12, 77, 14, 17, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
66,Enqueue,81,"[48, 53, 59, 73, 14, 97, 96, 45, 37, 7, 81]","[0, 5, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
67,Dequeue,48,"[53, 59, 73, 14, 97, 96, 45, 37, 7, 81]","[0, 5, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
68,Enqueue,66,"[53, 59, 73, 14, 97, 96, 45, 37, 7, 81, 66]","[0, 66, 5, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
69,Dequeue,53,"[59, 73, 14, 97, 96, 45, 37, 7, 81, 66]","[0, 66, 5, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
70,Enqueue,1,"[59, 73, 14, 97, 96, 45, 37, 7, 81, 66, 1]","[0, 1, 66, 5, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
71,Dequeue,59,"[73, 14, 97, 96, 45, 37, 7, 81, 66, 1]","[0, 1, 66, 5, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
72,Dequeue,73,"[14, 97, 96, 45, 37, 7, 81, 66, 1]","[0, 1, 66, 5, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
73,Enqueue,70,"[14, 97, 96, 45, 37, 7, 81, 66, 1, 70]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
74,Dequeue,14,"[97, 96, 45, 37, 7, 81, 66, 1, 70]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
75,Enqueue,24,"[97, 96, 45, 37, 7, 81, 66, 1, 70, 24]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 24, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
76,Dequeue,97,"[96, 45, 37, 7, 81, 66, 1, 70, 24]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 24, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
77,Dequeue,96,"[45, 37, 7, 81, 66, 1, 70, 24]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 24, 26, 27, 92, 93, 94, 30, 95, 96, 97, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
78,Enqueue,33,"[45, 37, 7, 81, 66, 1, 70, 24, 33]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 24, 26, 27, 92, 93, 94, 30, 95, 96, 97, 33, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
79,Dequeue,45,"[37, 7, 81, 66, 1, 70, 24, 33]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 24, 26, 27, 92, 93, 94, 30, 95, 96, 97, 33, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
80,Enqueue,29,"[37, 7, 81, 66, 1, 70, 24, 33, 29]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 24, 26, 27, 92, 93, 29, 94, 30, 95, 96, 97, 33, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
81,Enqueue,89,"[37, 7, 81, 66, 1, 70, 24, 33, 29, 89]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 24, 89, 26, 27, 92, 93, 29, 94, 30, 95, 96, 97, 33, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
82,Dequeue,37,"[7, 81, 66, 1, 70, 24, 33, 29, 89]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 17, 81, 18, 19, 86, 24, 89, 26, 27, 92, 93, 29, 94, 30, 95, 96, 97, 33, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
83,Enqueue,15,"[7, 81, 66, 1, 70, 24, 33, 29, 89, 15]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 15, 17, 81, 18, 19, 86, 24, 89, 26, 27, 92, 93, 29, 94, 30, 95, 96, 97, 33, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
84,Dequeue,7,"[81, 66, 1, 70, 24, 33, 29, 89, 15]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 15, 17, 81, 18, 19, 86, 24, 89, 26, 27, 92, 93, 29, 94, 30, 95, 96, 97, 33, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
85,Dequeue,81,"[66, 1, 70, 24, 33, 29, 89, 15]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 15, 17, 81, 18, 19, 86, 24, 89, 26, 27, 92, 93, 29, 94, 30, 95, 96, 97, 33, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 53, 56, 58, 59, 62]"
86,Enqueue,50,"[66, 1, 70, 24, 33, 29, 89, 15, 50]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 15, 17, 81, 18, 19, 86, 24, 89, 26, 27, 92, 93, 29, 94, 30, 95, 96, 97, 33, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 53, 56, 58, 59, 62]"
87,Dequeue,66,"[1, 70, 24, 33, 29, 89, 15, 50]","[0, 1, 66, 5, 70, 7, 73, 74, 10, 76, 12, 77, 14, 15, 17, 81, 18, 19, 86, 24, 89, 26, 27, 92, 93, 29, 94, 30, 95, 96, 97, 33, 99, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 53, 56, 58, 59, 62]"
88,Enqueue,51,"[1, 70, 24, 33, 29, 89, 15, 50, 51]","[0, 1, 5, 7, 10, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 73, 74, 76, 77, 81, 86, 89, 92, 93, 94, 95, 96, 97, 99]"
89,Enqueue,78,"[1, 70, 24, 33, 29, 89, 15, 50, 51, 78]","[0, 1, 5, 7, 10, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 99]"
90,Enqueue,98,"[1, 70, 24, 33, 29, 89, 15, 50, 51, 78, 98]","[0, 1, 5, 7, 10, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
91,Dequeue,1,"[70, 24, 33, 29, 89, 15, 50, 51, 78, 98]","[0, 1, 5, 7, 10, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
92,Enqueue,72,"[70, 24, 33, 29, 89, 15, 50, 51, 78, 98, 72]","[0, 1, 5, 7, 10, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
93,Enqueue,2,"[70, 24, 33, 29, 89, 15, 50, 51, 78, 98, 72, 2]","[0, 1, 2, 5, 7, 10, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
94,Dequeue,70,"[24, 33, 29, 89, 15, 50, 51, 78, 98, 72, 2]","[0, 1, 2, 5, 7, 10, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
95,Dequeue,24,"[33, 29, 89, 15, 50, 51, 78, 98, 72, 2]","[0, 1, 2, 5, 7, 10, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
96,Enqueue,11,"[33, 29, 89, 15, 50, 51, 78, 98, 72, 2, 11]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
97,Dequeue,33,"[29, 89, 15, 50, 51, 78, 98, 72, 2, 11]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
98,Enqueue,47,"[29, 89, 15, 50, 51, 78, 98, 72, 2, 11, 47]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
99,Dequeue,29,"[89, 15, 50, 51, 78, 98, 72, 2, 11, 47]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
100,Enqueue,20,"[89, 15, 50, 51, 78, 98, 72, 2, 11, 47, 20]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 20, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
101,Enqueue,57,"[89, 15, 50, 51, 78, 98, 72, 2, 11, 47, 20, 57]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 20, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
102,Enqueue,87,"[89, 15, 50, 51, 78, 98, 72, 2, 11, 47, 20, 57, 87]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 20, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
